run_id,source_repo,experiment,variant,target_scale_recorded,comparison_scale,fold,params,best_epoch,gflops_per_window,forward_ms,MAE,MSE,CC_temporal,CC_spectral,RRMSE_temporal,RRMSE_spectral,R2,peak_F1,peak_precision,peak_recall,peak_accuracy,peak_missed_rate,peak_timing_err_ms_median,MAE_mean_hr_bpm,MAE_rmssd_ms,MAE_recorded,MSE_recorded
A_valsalva__fpn__f0,baselines,A_valsalva,fpn,"[0,1]","[0,1]",0,2237313,2,0.54788096,854.9022674560547,0.17131900134471179,0.043211767062964465,24.24390579318885,66.54721504672663,0.6632140307752588,0.904547911088065,-1.0535648887869884,0.08112934367363629,0.16225027115994906,0.06138668895452767,0.042721540061815166,0.9386133110454723,45.572916666666664,37.28204394113997,443.5687436270485,0.17131900134471179,0.043211767062964465
A_valsalva__fpn__f1,baselines,A_valsalva,fpn,"[0,1]","[0,1]",1,2237313,15,0.54788096,854.9022674560547,0.17735310750925684,0.04857083744649033,32.62550798875883,75.8577014824788,0.48672237883158576,0.7249322398579604,-0.8493374599499123,0.5862807781196816,0.7597823841544642,0.489103017742472,0.46339271100285845,0.5108969822575279,29.6875,5.856466338679667,348.09506080135117,0.17735310750925684,0.04857083744649033
A_valsalva__fpn__f2,baselines,A_valsalva,fpn,"[0,1]","[0,1]",2,2237313,18,0.54788096,854.9022674560547,0.15931201124722869,0.043388660282392674,42.43817503349258,73.56920489674465,0.5131726177485096,0.8183008070545644,-0.70595775867936,0.1268959049724284,0.21315955970643738,0.09241488145930753,0.07341446967736495,0.9075851185406925,41.666666666666664,11.453048277003953,423.56228585981745,0.15931201124722869,0.043388660282392674
A_valsalva__fpn__f3,baselines,A_valsalva,fpn,"[0,1]","[0,1]",3,2237313,12,0.54788096,854.9022674560547,0.12763343289042808,0.028473670573012973,47.255448563579954,81.38688099702061,0.4858585172574239,0.817507078234891,-0.11470360336713877,0.04604842028917223,0.05992902639408232,0.03782921305777056,0.023772140026561944,0.9621707869422295,62.5,6.081088668234595,360.4040476428394,0.12763343289042808,0.028473670573012973
A_valsalva__fpn__f4,baselines,A_valsalva,fpn,"[0,1]","[0,1]",4,2237313,17,0.54788096,854.9022674560547,0.17684399934357892,0.049041430760514225,52.750991506613204,84.54701391966944,0.5391979287072983,0.6516345956945405,-1.8247154984037903,0.8029234464890826,0.9375137462299413,0.7070514882600072,0.6753486473014315,0.29294851173999276,15.625,1.6597181275492616,149.8509250570064,0.17684399934357892,0.049041430760514225
A_valsalva__linknet__f0,baselines,A_valsalva,linknet,"[0,1]","[0,1]",0,2775361,15,0.4980736,30.09510040283203,0.1760781587518983,0.0425939991917072,55.580418028249944,81.71115063108311,0.6665150668265605,0.6652378193342345,-1.0778522506795432,0.7253042807194832,0.9482297545478917,0.6037988663795611,0.5889345328021002,0.3962011336204388,16.927083333333332,3.661973477763174,216.2408685426177,0.1760781587518983,0.0425939991917072
A_valsalva__linknet__f1,baselines,A_valsalva,linknet,"[0,1]","[0,1]",1,2775361,15,0.4980736,30.09510040283203,0.1834439794822607,0.05072638547305565,30.03391311530765,69.92625678534071,0.5030065753925441,0.7346113104455033,-0.9435417934169259,0.5745435583120971,0.7560110149819413,0.480603342501231,0.46414048551598047,0.519396657498769,26.5625,3.0319594582006077,284.4916435135872,0.1834439794822607,0.05072638547305565
A_valsalva__linknet__f2,baselines,A_valsalva,linknet,"[0,1]","[0,1]",2,2775361,20,0.4980736,30.09510040283203,0.15246499929493826,0.037638975799040436,47.1411542444546,77.759438761065,0.4956917668250199,0.7937413247303285,-0.4655845075955593,0.2418315497726987,0.28095216981112153,0.2352953452865245,0.14220715562980746,0.7647046547134756,53.385416666666664,26.70396441209832,371.57285647718555,0.15246499929493826,0.037638975799040436
A_valsalva__linknet__f3,baselines,A_valsalva,linknet,"[0,1]","[0,1]",3,2775361,12,0.4980736,30.09510040283203,0.13293392848658714,0.030180390999493167,50.59310451820258,82.80536020615801,0.4993903825546778,0.934951295707819,-0.18113332441210858,0.04658360935143511,0.049276890189028325,0.04450239103301543,0.023989655184738126,0.9554976089669844,49.21875,10.95288282079488,313.23312451896743,0.13293392848658714,0.030180390999493167
A_valsalva__linknet__f4,baselines,A_valsalva,linknet,"[0,1]","[0,1]",4,2775361,19,0.4980736,30.09510040283203,0.1683575828592409,0.04573837202989365,52.09246924575929,86.78825897525542,0.5252977947867989,0.680489871347035,-1.6112492643340501,0.8768459434725366,0.9745269781293976,0.7976553075440631,0.7818992677936738,0.20234469245593695,14.0625,2.050243377438663,94.01246934991275,0.1683575828592409,0.04573837202989365
